taxon_id,scientific_name,common_name,rounded_gRank,NE_sRank,SD_sRank,usfws_status,sd_te,nebraska_swap,kingdom,phylum,class,order,family,genus,species,subspecies,variety,form,NENHP_nObs,NENHP_minYear,NENHP_maxYear,SDNHP_nObs,SDNHP_minYear,SDNHP_maxYear,SEI_nObs,SEI_minYear,SEI_maxYear,GBIF_nObs,GBIF_minYear,GBIF_maxYear,iDB_nObs,iDB_minYear,iDB_maxYear,sum_nObs
2482032,Aechmophorus clarkii,Clark's Grebe,G5,S2,S2B,NA,NA,Tier 2,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus clarkii,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,2013,2021,0,NA,NA,4
2490268,Anthus spragueii,Sprague's Pipit,G3,SNRN,S2B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus spragueii,NA,NA,NA,0,NA,NA,2,1997,1997,0,NA,NA,46,1920,2022,1,1920,1920,49
2497295,Asio flammeus,Short-eared Owl,G5,S2,"S3B,S3N",NA,NA,Tier 1,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,85,1983,2022,1,2008,2008,86
2497240,Athene cunicularia,Burrowing Owl,G4,S2,S3B,NA,NA,Tier 1,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia,NA,NA,NA,18,1992,2015,87,1991,2017,0,NA,NA,370,1983,2023,0,NA,NA,475
2480566,Buteo regalis,Ferruginous Hawk,G4,S2,S3B,NA,NA,Tier 1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,NA,NA,NA,5,1984,2007,24,1979,2011,0,NA,NA,224,1987,2022,0,NA,NA,253
2491677,Calcarius ornatus,Chestnut-collared Longspur,G5,S3,S4B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,Calcarius ornatus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,74,1882,2022,0,NA,NA,74
8292425,Calidris subruficollis,Buff-breasted Sandpiper,G4,S2N,SNA,NA,NA,Tier 1,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2020,2020,0,NA,NA,1
5959240,Centrocercus urophasianus,Greater Sage-Grouse,G3,SX,S2,NA,NA,NA,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus,NA,NA,NA,1,1987,1987,0,NA,NA,0,NA,NA,1,2016,2016,0,NA,NA,2
10783710,Centronyx bairdii,Baird's Sparrow,G4,SNRN,S2B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,Centronyx bairdii,NA,NA,NA,0,NA,NA,5,1978,1997,0,NA,NA,18,2009,2019,0,NA,NA,23
10850807,Centronyx henslowii,Henslow's Sparrow,G4,S1,S1B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,Centronyx henslowii,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,2012,2020,0,NA,NA,9
9581157,Certhia americana,Brown Creeper,G5,S2,"S2B,SNRN",NA,NA,Tier 2,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana,NA,NA,NA,2,1992,2009,0,NA,NA,0,NA,NA,67,1986,2022,0,NA,NA,69
2480283,Charadrius melodus,Piping Plover,G3,S2,S3B,Endangered; Threatened,NA,Tier 1,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius melodus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2021,2021,0,NA,NA,1
2481119,Chlidonias niger,Black Tern,G4,S1,S3B,NA,NA,Tier 1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias niger,NA,NA,NA,0,NA,NA,4,1993,1997,0,NA,NA,38,2003,2022,0,NA,NA,42
9606873,Cinclus mexicanus,American Dipper,G5,SNRN,S2,NA,Threatened,NA,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,Cinclus mexicanus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1982,1982,0,NA,NA,1
2496286,Coccyzus erythropthalmus,Black-billed Cuckoo,G5,S3,S4B,NA,NA,Tier 1,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus erythropthalmus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,1957,2022,1,1957,1957,10
2482492,Corvus corax,Common Raven,G5,"SXB,S1N",SX,NA,NA,NA,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1
2498345,Cygnus buccinator,Trumpeter Swan,G4,S2,"S3B,S3N",NA,NA,Tier 2,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus buccinator,NA,NA,NA,8,2003,2023,0,NA,NA,0,NA,NA,43,1984,2022,0,NA,NA,51
9568685,Empidonax difficilis,Western Flycatcher,G5,S1,S4B,NA,NA,Tier 2,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax difficilis,NA,NA,NA,1,2009,2009,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
9813242,Falco columbarius,Merlin,G5,S1,"S2B,SNRN",NA,NA,Tier 2,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco columbarius,NA,NA,NA,5,1978,1991,0,NA,NA,0,NA,NA,43,1983,2022,0,NA,NA,48
2481000,Falco mexicanus,Prairie Falcon,G5,S2,"S2B,SNRN",NA,NA,Tier 2,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco mexicanus,NA,NA,NA,12,1972,1986,4,1983,1988,0,NA,NA,204,1935,2022,1,1935,1935,221
2481047,Falco peregrinus,Peregrine Falcon,G4,S1,S1B,NA,Threatened,Tier 2,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,NA,NA,NA,1,1996,1996,0,NA,NA,0,NA,NA,10,2009,2022,0,NA,NA,11
2474941,Grus americana,Whooping Crane,G1,S1,S1M,"Endangered; Experimental population, non-essential",NA,Tier 1,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus americana,NA,NA,NA,2,1974,1987,5,1982,2015,0,NA,NA,2,2012,2020,0,NA,NA,9
5229498,Gymnorhinus cyanocephalus,Pinyon Jay,G3,S3,"S4B,S4N",Under Review,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,Gymnorhinus cyanocephalus,NA,NA,NA,1,2006,2006,0,NA,NA,0,NA,NA,21,1986,2022,0,NA,NA,22
2490872,Hylocichla mustelina,Wood Thrush,G4,S3,S1B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,Hylocichla mustelina,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2016,2016,0,NA,NA,1
2492870,Lanius ludovicianus,Loggerhead Shrike,G4,S3,S3B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius ludovicianus,NA,NA,NA,0,NA,NA,1,1992,1992,0,NA,NA,370,1970,2022,1,1985,1985,372
2481672,Limnodromus griseus,Short-billed Dowitcher,G3,SNRN,SNA,NA,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,2010,2017,0,NA,NA,3
2498155,Mareca americana,American Wigeon,G5,S2,S4B,NA,NA,Tier 2,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca americana,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,204,1988,2022,0,NA,NA,204
2478142,Melanerpes lewis,Lewis's Woodpecker,G4,S1,S2,NA,NA,Tier 2,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes lewis,NA,NA,NA,3,1985,2001,0,NA,NA,0,NA,NA,28,1980,2022,0,NA,NA,31
2490849,Myadestes townsendi,Townsend's Solitaire,G5,S2,"S4B,S4N",NA,NA,Tier 2,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,Myadestes townsendi,NA,NA,NA,1,2009,2009,0,NA,NA,0,NA,NA,149,1978,2022,2,1919,1967,152
2481794,Numenius americanus,Long-billed Curlew,G4,S3,S3B,NA,NA,Tier 1,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius americanus,NA,NA,NA,17,1973,2009,20,1971,2012,0,NA,NA,173,1966,2022,0,NA,NA,210
2494973,Oreoscoptes montanus,Sage Thrasher,G4,S1B,S1B,NA,NA,NA,Animalia,Chordata,Aves,Passeriformes,Mimidae,Oreoscoptes,Oreoscoptes montanus,NA,NA,NA,0,NA,NA,3,1970,2012,0,NA,NA,20,1901,2016,1,1901,1901,24
2480726,Pandion haliaetus,Osprey,G5,SNRN,S3B,NA,Threatened,NA,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,52,1986,2022,0,NA,NA,52
5229487,Pica hudsonia,Black-billed Magpie,G5,S2,S4,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica hudsonia,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,169,1971,2022,1,1918,1918,170
6093927,Rhynchophanes mccownii,Thick-billed Longspur,G4,S3,SHB,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Rhynchophanes,Rhynchophanes mccownii,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,1995,2014,0,NA,NA,4
9345027,Spatula cyanoptera,Cinnamon Teal,G5,S1,S4B,NA,NA,Tier 2,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula cyanoptera,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,19,2005,2022,0,NA,NA,19
2492099,Spizella breweri,Brewer's Sparrow,G5,S1,S2B,NA,NA,Tier 1,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella breweri,NA,NA,NA,0,NA,NA,4,1970,2010,0,NA,NA,89,1978,2022,2,1985,2014,95
5229247,Sterna forsteri,Forster's Tern,G5,S2,S4B,NA,NA,Tier 2,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna forsteri,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,15,2010,2021,0,NA,NA,15
5789285,Sternula antillarum,Least Tern,G4,SNR,S3B,NA,Endangered,NA,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula antillarum,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2014,2014,0,NA,NA,1
9353154,Vireo plumbeus,Plumbeous Vireo,G5,S2,S4B,NA,NA,Tier 2,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo plumbeus,NA,NA,NA,2,2006,2009,0,NA,NA,0,NA,NA,73,2006,2022,0,NA,NA,75
2432479,Corynorhinus townsendii,Townsend's Big-eared Bat,G4,S1,S2,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,NA,NA,NA,0,NA,NA,4,2004,2004,0,NA,NA,0,NA,NA,0,NA,NA,4
2432341,Lasionycteris noctivagans,Silver-haired Bat,G3,S3,S3,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Lasionycteris noctivagans,NA,NA,NA,7,1988,2015,18,2005,2016,0,NA,NA,2,2000,2013,2,2000,2013,29
5218543,Lasiurus borealis,Eastern Red Bat,G3,S3,S5,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus borealis,NA,NA,NA,4,1994,2016,0,NA,NA,0,NA,NA,4,2000,2000,4,2000,2000,12
11138256,Lasiurus cinereus,Northern Hoary Bat,G3,S3,S5,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,NA,NA,NA,3,1999,2019,0,NA,NA,0,NA,NA,6,2000,2001,1,2013,2013,10
5218985,Mustela nigripes,Black-footed Ferret,G1,SH,S1,"Endangered; Experimental population, non-essential",NA,NA,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes,NA,NA,NA,0,NA,NA,8,1953,2019,0,NA,NA,2,Inf,-Inf,0,NA,NA,10
2432406,Myotis lucifugus,Little Brown Myotis,G3,SNR,S5,Under Review,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,NA,NA,NA,9,1957,2016,0,NA,NA,0,NA,NA,5,2012,2013,0,NA,NA,14
2432436,Myotis septentrionalis,Northern Myotis,G2,S1,S2,Endangered,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis septentrionalis,NA,NA,NA,1,2000,2000,15,1994,2016,0,NA,NA,4,2000,2000,4,2000,2000,24
4266351,Myotis thysanodes pahasapensis,Fringe-tailed Myotis,T3,S1,S2,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis thysanodes,Myotis thysanodes pahasapensis,NA,NA,5,2004,2016,10,2005,2016,0,NA,NA,0,NA,NA,0,NA,NA,15
2432411,Myotis volans,Long-legged Myotis,G4,S1,S5,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis volans,NA,NA,NA,3,1995,2012,0,NA,NA,0,NA,NA,1,Inf,-Inf,1,2012,2012,5
2437432,Neotamias minimus,Least Chipmunk,G5,S1,S5,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias minimus,NA,NA,NA,11,1989,1997,0,NA,NA,0,NA,NA,30,1934,1984,1,1984,1984,42
2441119,Ovis canadensis,Bighorn Sheep,G4,S2,S4,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,51,1998,2020,0,NA,NA,51
2439561,Perognathus fasciatus,Olive-backed Pocket Mouse,G5,S1,S4,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus fasciatus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,1935,2002,1,2002,2002,5
2439566,Perognathus flavus,Silky Pocket Mouse,G5,S1,SU,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,2011,2011,1,Inf,-Inf,11
2435099,Puma concolor,Cougar,G5,S1,S2,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,NA,NA,NA,1,1991,1991,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,2
2435989,Sorex merriami,Merriam's Shrew,G4,S1,S1,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex merriami,NA,NA,NA,1,1989,1989,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
2436108,Sorex nanus,Dwarf Shrew,G4,S1,S1,NA,NA,Tier 2,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex nanus,NA,NA,NA,1,2004,2004,1,1970,1970,0,NA,NA,3,1970,1970,3,1970,1970,8
5219290,Vulpes velox,Swift Fox,G3,S2,S3,NA,Threatened,Tier 1,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,NA,NA,NA,52,1973,2016,18,1970,2016,0,NA,NA,2,2016,2016,0,NA,NA,72
2457545,Thamnophis elegans,Terrestrial Gartersnake,G5,S1,S4,NA,NA,Tier 2,Animalia,Chordata,Squamata,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,1,1983,1983,0,NA,NA,0,NA,NA,1,1957,1957,0,NA,NA,2
5220530,Emydoidea blandingii,Blanding's Turtle,G4,S4,SH,Under Review,NA,Tier 1,Animalia,Chordata,Testudines,NA,Emydidae,Emys,Emys blandingii,NA,NA,NA,4,1957,2020,0,NA,NA,0,NA,NA,2,1957,1957,2,1957,1957,8
5203693,Fundulus sciadicus,Plains Topminnow,G4,S3,S4,NA,NA,Tier 1,Animalia,Chordata,NA,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus sciadicus,NA,NA,NA,10,1939,2019,4,1991,2004,0,NA,NA,1,2021,2021,3,1968,2008,18
2364397,Hybognathus argyritis,Western Silvery Minnow,G4,S2,S5,NA,NA,Tier 1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus argyritis,NA,NA,NA,2,1987,1996,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2
2364391,Hybognathus placitus,Plains Minnow,G4,S2,S5,NA,NA,Tier 1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus placitus,NA,NA,NA,1,1987,1987,1,1994,1994,0,NA,NA,1,Inf,-Inf,2,2003,2003,5
2362060,Macrhybopsis gelida,Sturgeon Chub,G3,S1,S3,NA,Threatened,Tier 1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Macrhybopsis,Macrhybopsis gelida,NA,NA,NA,0,NA,NA,2,1994,1994,0,NA,NA,0,NA,NA,0,NA,NA,2
2360891,Margariscus nachtriebi,Northern Pearl Dace,G5,S2,S2,NA,Threatened,Tier 2,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Margariscus,Margariscus nachtriebi,NA,NA,NA,2,1973,1978,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2
2362289,Notropis topeka,Topeka Shiner,G3,S1,S3,"Endangered; Experimental population, non-essential",NA,Tier 1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Notropis,Notropis topeka,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,1,Inf,-Inf,2
2362460,Platygobio gracilis,Flathead Chub,G5,S2,S5,NA,NA,Tier 1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Platygobio,Platygobio gracilis,NA,NA,NA,8,1970,2003,4,1994,1994,0,NA,NA,1,1950,1950,2,2003,2003,15
2294047,Pupoides inornatus,Rocky Mountain Dagger,G2,SH,SH,NA,NA,NA,Animalia,Mollusca,Gastropoda,Stylommatophora,Pupillidae,Pupoides,Pupoides inornatus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1914,1914,0,NA,NA,1
1340478,Bombus fervidus,Yellow Bumble Bee,G3,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus fervidus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25,1999,2010,0,NA,NA,25
1340432,Bombus fraternus,Southern Plains Bumble Bee,G3,SNR,SNR,NA,NA,Tier 1,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus fraternus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,2000,2011,0,NA,NA,4
1340475,Bombus morrisoni,Morrison's Bumble Bee,G3,SH,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus morrisoni,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,1922,1922,6,1922,1922,15
1340429,Bombus occidentalis,Western Bumble Bee,G3,SNR,SNR,Under Review,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus occidentalis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1939,1939,0,NA,NA,1
1340416,Bombus pensylvanicus,American Bumble Bee,G3,SNR,SNR,Under Review,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12,1999,2022,1,1953,1953,13
1335178,Megachile dakotensis,a leafcutter bee,G2,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile dakotensis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,1,1908,1908,2
1336409,Megachile dentitarsus,Spiny-legged Leafcutter Bee,G3,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile dentitarsus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1924,1924,0,NA,NA,1
1335868,Megachile fortis,Robust Sunflower Leafcutter Bee,G2,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile fortis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1
5039069,Osmia cyaneonitens,Blue Shining Mason Bee,G3,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia cyaneonitens,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1983,1983,0,NA,NA,1
5042238,Nomia universitatis,a nomia bee,G3,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Nomia,Nomia universitatis,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,2011,2012,0,NA,NA,2
1334800,Anthidium psoraleae,a wool-carder bee,G3,SNR,SNR,NA,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium psoraleae,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,2010,2012,0,NA,NA,3
7570226,Parvindela terricola cinctipennis,Belted-winged Tiger Beetle,T5,S1,SNR,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cylindera,Cylindera terricola,NA,NA,NA,1,1985,1985,0,NA,NA,0,NA,NA,1,2022,2022,0,NA,NA,2
1034935,Cicindela nebraskana,Prairie Long-lipped Tiger Beetle,G5,S1,S4,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela nebraskana,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1
8177087,Ellipsoptera lepida,Ghost Tiger Beetle,G3,S2,S1,NA,NA,Tier 1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ellipsoptera,Ellipsoptera lepida,NA,NA,NA,1,2003,2003,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
9147984,Ellipsoptera nevadica makosika,Indian Creek Tiger Beetle,T1,NA,S1,NA,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ellipsoptera,Ellipsoptera nevadica,Ellipsoptera nevadica makosika,NA,NA,0,NA,NA,2,Inf,2003,0,NA,NA,9,2002,2022,2,2002,2002,13
1038971,Nicrophorus americanus,American Burying Beetle,G3,S3,S2,"Threatened; Experimental population, non-essential",NA,Tier 1,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Nicrophorus,Nicrophorus americanus,NA,NA,NA,52,1969,2022,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,52
1948801,Amblyscirtes oslari,Oslar's Roadside-Skipper,G4,S2,SNR,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Mastor,Mastor oslari,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,1953,1999,1,1953,1953,3
1905162,Argynnis idalia,Regal Fritillary,G3,S3,S3,Under Review,NA,Tier 1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,Speyeria idalia,NA,NA,NA,0,NA,NA,3,1990,2021,0,NA,NA,3,Inf,-Inf,0,NA,NA,6
1914464,Chlosyne acastus,Sagebrush Checkerspot,G5,S1,SNR,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,Chlosyne acastus,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1
1911246,Coenonympha california,Common Ringlet,G5,S2,SNR,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,Coenonympha california,NA,NA,NA,1,2000,2020,0,NA,NA,0,NA,NA,5,1966,2023,3,1966,1967,9
