taxon_id,scientific_name,common_name,rounded_gRank,NE_sRank,SD_sRank,usfws_status,sd_te,nebraska_swap,kingdom,phylum,class,order,family,genus,species,subspecies,variety,form,NENHP_nObs,NENHP_minYear,NENHP_maxYear,SDNHP_nObs,SDNHP_minYear,SDNHP_maxYear,SEI_nObs,SEI_minYear,SEI_maxYear,GBIF_nObs,GBIF_minYear,GBIF_maxYear,iDB_nObs,iDB_minYear,iDB_maxYear,sum_nObs
2889449,Eriogonum visheri,Dakota Buckwheat,G3,NA,S3,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,Eriogonum visheri,NA,NA,NA,0,NA,NA,30,1971,2005,11,1957,2005,7,1957,1982,7,1957,1982,55
3048294,Erysimum inconspicuum,Small-flower Prairie Wallflower,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,Erysimum inconspicuum,NA,NA,NA,1,1911,1911,0,NA,NA,5,2004,2008,2,2008,2008,2,2008,2008,10
5387821,Gaillardia pulchella,Fire-wheel Blanket-flower,G4,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia pulchella,NA,NA,NA,1,2006,2006,0,NA,NA,1,2006,2006,0,NA,NA,0,NA,NA,2
5390744,Gnaphalium palustre,Western Marsh Cudweed,G5,S2,S4,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium palustre,NA,NA,NA,4,1991,1998,0,NA,NA,4,1991,2009,1,2009,2009,4,1991,2009,13
3171919,Gratiola neglecta,Clammy Hedge-hyssop,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Gratiola,Gratiola neglecta,NA,NA,NA,1,1891,1891,0,NA,NA,1,2005,2005,0,NA,NA,0,NA,NA,2
3135329,Hieracium umbellatum,Umbellate Hawkweed,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,Hieracium umbellatum,NA,NA,NA,1,2008,2008,0,NA,NA,8,1892,2008,0,NA,NA,2,2008,2008,11
6394781,Ipomopsis congesta ssp. pseudotypica,Ball-head Standing-cypress,T3,NA,S3,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Ipomopsis,Ipomopsis congesta,Ipomopsis congesta pseudotypica,NA,NA,0,NA,NA,0,NA,NA,6,1947,1993,5,1947,2008,8,1947,2008,19
5356371,Lathyrus ochroleucus,Pale Vetchling,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus ochroleucus,NA,NA,NA,17,1971,2015,0,NA,NA,11,1971,2015,0,NA,NA,9,1971,2015,37
7095916,Linum lewisii var. lewisii,Prairie Flax,T5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum lewisii,NA,Linum lewisii lewisii,NA,1,2005,2009,0,NA,NA,6,2004,2005,1,2004,2004,1,2004,2004,9
8408864,Lithophragma parviflorum,Small-flower Woodland-star,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Lithophragma,Lithophragma parviflorum,NA,NA,NA,1,2016,2016,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
9067615,Mentzelia albicaulis,Whitestem Blazingstar,GNR,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia,Mentzelia albicaulis,NA,NA,NA,0,NA,NA,0,NA,NA,1,2001,2001,1,2001,2001,0,NA,NA,2
5341244,Mertensia lanceolata,Prairie Bluebells,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Mertensia,Mertensia lanceolata,NA,NA,NA,8,1995,2009,0,NA,NA,19,1970,2010,6,1970,2010,11,1970,2010,44
5341179,Myosotis verna,Spring Forget-me-not,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Myosotis,Myosotis verna,NA,NA,NA,5,1995,2011,0,NA,NA,8,1995,2011,1,2005,2005,5,1995,2011,19
4058016,Navarretia saximontana,Rocky Mountain Pincushion-plant,G4,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia,Navarretia saximontana,NA,NA,NA,1,1991,2016,0,NA,NA,3,1991,1991,0,NA,NA,3,1991,1991,7
2882412,Nymphaea odorata,American Water-lily,G5,S2,SH,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea odorata,NA,NA,NA,1,2006,2006,0,NA,NA,1,2006,2006,0,NA,NA,0,NA,NA,2
3173298,Orobanche uniflora,One-flowered Broomrape,G5,S1,S2,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Aphyllon,Aphyllon uniflorum,NA,NA,NA,0,NA,NA,2,2005,2005,1,2005,2005,0,NA,NA,0,NA,NA,3
2888310,Orthilia secunda,One-sided Wintergreen,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Orthilia,Orthilia secunda,NA,NA,NA,2,1890,1940,0,NA,NA,1,1893,1893,0,NA,NA,0,NA,NA,3
4249110,Packera pseudaurea var. semicordata,Western Golden Groundsel,T4,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Packera,Packera pseudaurea,NA,Packera pseudaurea semicordata,NA,1,2006,2015,0,NA,NA,1,2006,2006,0,NA,NA,1,2006,2006,3
7226477,Phacelia hastata var. hastata,Silverleaf Scorpionweed,T5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia hastata,NA,Phacelia hastata hastata,NA,2,1912,1915,0,NA,NA,1,1924,1924,1,1924,1924,0,NA,NA,4
2927739,Phlox alyssifolia,Alyssum-leaf Phlox,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox alyssifolia,NA,NA,NA,3,2004,2010,0,NA,NA,10,1993,2005,1,2005,2005,3,1993,2005,17
4057955,Phlox gracilis ssp. humilis,Slender Phlox,T5,S1,SNR,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox gracilis,Phlox gracilis humilis,NA,NA,0,NA,NA,0,NA,NA,1,2003,2003,0,NA,NA,0,NA,NA,1
7225662,Physaria arenosa ssp. arenosa,Great Plains Bladderpod,T5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria arenosa,Physaria arenosa arenosa,NA,NA,3,2005,2005,0,NA,NA,50,1981,2008,4,2005,2008,11,1981,2008,68
3049235,Physaria brassicoides,Rydberg's Double Twinpod,G5,S1,S3,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria brassicoides,NA,NA,NA,0,NA,NA,4,2004,2005,5,1969,2005,2,1969,2005,2,1969,2005,13
3049163,Physaria montana,Mountain Bladderpod,G5,S2,S1,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria,Physaria montana,NA,NA,NA,1,1995,1995,4,2004,2005,6,1995,2005,0,NA,NA,1,1989,1989,12
5334465,Polygonum douglasii,Douglas' Knotweed,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum douglasii,NA,NA,NA,7,1991,2008,0,NA,NA,8,1991,2010,1,2010,2010,7,1991,2010,23
7219337,Polygonum sawatchense ssp. sawatchense,Sawatch Knotweed,TNR,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum sawatchense,Polygonum sawatchense sawatchense,NA,NA,6,1991,2008,0,NA,NA,2,1991,1991,2,1991,1991,2,1991,1991,12
3040196,Populus angustifolia,Narrowleaf Cottonwood,G5,S1,S4,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus angustifolia,NA,NA,NA,0,NA,NA,0,NA,NA,1,1924,1924,1,1924,1924,1,1924,1924,3
3040215,Populus tremuloides,Quaking Aspen,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus tremuloides,NA,NA,NA,6,1991,2016,0,NA,NA,14,1971,2006,5,1998,2002,11,1971,2003,36
3040193,Populus x acuminata,Lanceleaf Cottonwood,GNA,S1,SNA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus acuminata,NA,NA,NA,0,NA,NA,0,NA,NA,1,2005,2005,1,2005,2005,1,2005,2005,3
5367733,Potentilla hippiana,Horse Cinquefoil,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla hippiana,NA,NA,NA,7,1889,2016,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7
5334184,Pterospora andromedea,Giant Pinedrops,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pterospora,Pterospora andromedea,NA,NA,NA,4,1991,2008,0,NA,NA,4,1892,2008,1,1911,1911,1,1911,1911,10
3928297,Ranunculus glaberrimus var. ellipticus,Sagebrush Buttercup,T5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus glaberrimus,NA,Ranunculus glaberrimus ellipticus,NA,1,1974,1975,0,NA,NA,2,1974,1975,0,NA,NA,2,1974,1975,5
3033365,Ranunculus rhomboideus,Prairie Buttercup,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus rhomboideus,NA,NA,NA,1,1912,1912,0,NA,NA,1,1963,1963,0,NA,NA,1,1963,1963,3
2986164,Ribes hirtellum,Smooth Gooseberry,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes hirtellum,NA,NA,NA,1,1991,1991,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
3053227,Rorippa tenerrima,Modoc County Yellowcress,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,Rorippa tenerrima,NA,NA,NA,1,2005,2005,0,NA,NA,1,2005,2005,0,NA,NA,0,NA,NA,2
5373055,Salix bebbiana,Bebb's Willow,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix bebbiana,NA,NA,NA,3,1889,1940,0,NA,NA,2,2002,2002,1,2002,2002,1,2002,2002,7
7095876,Sedum lanceolatum var. lanceolatum,Lanceleaf Stonecrop,T5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum lanceolatum,Sedum lanceolatum lanceolatum,NA,NA,5,1890,2012,0,NA,NA,2,2008,2008,0,NA,NA,1,2008,2008,8
3107552,Senecio spartioides,Broom Groundsel,G5,S1,S2,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio spartioides,NA,NA,NA,1,1887,1887,0,NA,NA,1,2003,2003,0,NA,NA,0,NA,NA,2
6291148,Solidago speciosa var. pallida,Pale Showy Goldenrod,T4,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago pallida,NA,Solidago speciosa pallida,NA,0,NA,NA,0,NA,NA,1,2004,2004,0,NA,NA,0,NA,NA,1
7225656,Stanleya pinnata var. pinnata,Desert Prince's-plume,T4,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Stanleya,Stanleya pinnata,NA,Stanleya pinnata pinnata,NA,0,NA,NA,0,NA,NA,7,1966,2004,2,1966,1967,1,1991,1991,10
5401962,Townsendia hookeri,Hooker's Townsend-daisy,G5,S1,S3,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,Townsendia hookeri,NA,NA,NA,2,1970,1988,6,2003,2005,5,2003,2007,2,2005,2007,2,2005,2007,17
3172414,Utricularia minor,Lesser Bladderwort,G5,S1,S2,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,Utricularia minor,NA,NA,NA,2,1889,1995,0,NA,NA,3,1995,1995,1,1995,1995,2,1995,1995,8
2888586,Viburnum lentago,Nannyberry,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,Viburnum lentago,NA,NA,NA,1,1960,1960,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
5331199,Viola adunca,Sand Violet,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola adunca,NA,NA,NA,1,2015,2015,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
5331175,Viola vallicola,Valley Violet,G5,S2,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola vallicola,NA,NA,NA,2,2006,2015,0,NA,NA,8,1970,2006,1,1970,1970,7,1970,2006,18
5372401,Vitis vulpina,Winter Grape,G5,S1,SNR,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vulpina,NA,NA,NA,0,NA,NA,0,NA,NA,4,2003,2004,0,NA,NA,0,NA,NA,4
2480719,Ictinia mississippiensis,Mississippi Kite,G5,S1B,NA,NA,NA,Tier 2,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia mississippiensis,NA,NA,NA,1,2009,2009,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
6065773,Sternula antillarum athalassos,Interior Least Tern,T3,S2,NA,Delisted,NA,Tier 1,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sternula,Sternula antillarum,Sternula antillarum athalassos,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1
7261900,Myotis lucifugus lucifugus,Eastern Little Brown Myotis,TNR,S2,NA,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,Myotis lucifugus lucifugus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,2012,2013,4
4264486,Thomomys talpoides pierreicolus,Pierre Northern Pocket Gopher,TNR,S2,NA,NA,NA,Tier 1,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,Thomomys talpoides,Thomomys talpoides pierreicolus,NA,NA,4,2004,2004,0,NA,NA,0,NA,NA,4,1970,1987,4,1970,1987,12
4990190,Coccinella novemnotata,Nine-spotted Lady Beetle,G5,S1,NA,NA,NA,Tier 1,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella novemnotata,NA,NA,NA,3,2012,2014,0,NA,NA,0,NA,NA,2,2023,2023,0,NA,NA,5
1926009,Euphilotes ancilla,Rocky Mountain Dotted Blue,G5,S1,NA,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Euphilotes,Euphilotes enoptes,NA,NA,NA,1,1999,1999,0,NA,NA,0,NA,NA,1,1999,1999,0,NA,NA,2
8226569,Encoptolophus subgracilis,Southwestern Dusky Grasshopper,G5,S1,NA,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Nebulatettix,Nebulatettix subgracilis,NA,NA,NA,3,2008,2020,0,NA,NA,0,NA,NA,10,2008,2022,6,2008,2008,19
1699015,Melanoplus punctulatus,Pine Tree Spur-throat Grasshopper,G5,S1,NA,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,Melanoplus punctulatus,NA,NA,NA,5,2014,2022,0,NA,NA,0,NA,NA,62,2022,2022,0,NA,NA,67
1709260,Trimerotropis salina,Alkali Grasshopper,G5,S2,NA,NA,NA,Tier 2,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis,Trimerotropis salina,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,1,Inf,-Inf,2
2703743,Bromus porteri,Porter's Chess,G5,S2,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus porteri,NA,NA,NA,21,1889,2009,0,NA,NA,12,1991,2009,0,NA,NA,9,1991,2009,42
2726517,Carex conoidea,Field Sedge,G5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex conoidea,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2023,2023,1
2728532,Carex lasiocarpa var. americana,Slender Sedge,T5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex lasiocarpa,NA,Carex lasiocarpa americana,NA,2,2004,2004,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2
2717317,Eleocharis coloradoensis,Dwarf Spikerush,G4,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis coloradoensis,NA,NA,NA,1,2009,2009,0,NA,NA,2,2009,2009,0,NA,NA,1,2009,2009,4
2867614,Lemna minuta,Least Duckweed,G5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna minuta,NA,NA,NA,2,1995,2006,0,NA,NA,3,1995,1995,1,1995,1995,1,1995,1995,7
4008918,Stuckenia filiformis ssp. occidentalis,Slender Pondweed,T5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Stuckenia,Stuckenia filiformis,Stuckenia filiformis occidentalis,NA,NA,1,2006,2006,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
6429227,Aesculus glabra var. arguta,Ohio Buckeye,T4,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,Aesculus glabra,NA,Aesculus glabra arguta,NA,1,2012,2012,0,NA,NA,1,2012,2012,0,NA,NA,0,NA,NA,2
7066539,Agoseris glauca var. glauca,Pale Goat-chicory,T5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Agoseris,Agoseris glauca,NA,Agoseris glauca glauca,NA,0,NA,NA,0,NA,NA,1,1974,1974,0,NA,NA,0,NA,NA,1
5384387,Amaranthus californicus,California Amaranth,G4,S2,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus californicus,NA,NA,NA,10,1991,1998,0,NA,NA,9,1991,1998,2,1995,1998,9,1991,1998,30
7226707,Anemone multifida var. multifida,Early Anemone,T5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone multifida,NA,Anemone multifida multifida,NA,3,1889,1911,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3
5385499,Antennaria rosea,Rosy Pussytoes,G5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Antennaria,Antennaria rosea,NA,NA,NA,1,2008,2008,0,NA,NA,6,2004,2008,0,NA,NA,0,NA,NA,7
5346296,Astragalus bodinii,Bodin's Milkvetch,G4,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus bodinii,NA,NA,NA,1,2004,2004,0,NA,NA,1,2004,2004,0,NA,NA,0,NA,NA,2
8101683,Astragalus shortianus,Short's Milkvetch,G4,S1,NA,NA,NA,Tier 1,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus shortianus,NA,NA,NA,0,NA,NA,0,NA,NA,1,1938,1938,1,1938,1938,1,1938,1938,3
8076188,Atriplex gardneri,Gardner's Saltbush,G5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex gardneri,NA,NA,NA,0,NA,NA,0,NA,NA,2,1930,1995,4,1930,1995,0,NA,NA,6
7219352,Eriogonum brevicaule var. brevicaule,Shortstem Buckwheat,T4,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,Eriogonum brevicaule,NA,Eriogonum brevicaule brevicaule,NA,1,2004,2004,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1
3066993,Euphorbia dentata,Toothed Spurge,G5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia dentata,NA,NA,NA,0,NA,NA,0,NA,NA,1,1999,1999,1,1999,1999,0,NA,NA,2
6396091,Heliotropium curassavicum var. obovatum,Seaside Heliotrope,T5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,Heliotropium curassavicum,NA,Heliotropium curassavicum obovatum,NA,0,NA,NA,0,NA,NA,1,2006,2006,1,2006,2006,1,2006,2006,3
4274385,Hymenoxys richardsonii var. richardsonii,Richardson's Bitterweed,T5,S1,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenoxys,Hymenoxys richardsonii,NA,Hymenoxys richardsonii richardsonii,NA,1,2009,2009,0,NA,NA,2,2009,2009,1,2009,2009,2,2009,2009,6
7764992,Penstemon haydenii,Blowout Penstemon,G2,S1,NA,Endangered,NA,Tier 1,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,Penstemon haydenii,NA,NA,NA,19,1891,2022,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,19
4022595,Phemeranthus calycinus,Large-Flower Fameflower,G5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Phemeranthus,Phemeranthus calycinus,NA,NA,NA,3,1900,2017,0,NA,NA,1,2017,2017,1,2018,2018,1,2018,2018,6
4022511,Phemeranthus rugospermus,Prairie Fameflower,G3,S3,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Phemeranthus,Phemeranthus rugospermus,NA,NA,NA,5,1995,2013,0,NA,NA,4,2013,2013,0,NA,NA,2,2013,2013,11
5341810,Physalis pumila,Dwarf Ground-cherry,G5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Physalis pumila,NA,NA,NA,0,NA,NA,0,NA,NA,21,1889,2018,5,1889,2018,0,NA,NA,26
2888967,Rumex verticillatus,Swamp Dock,G5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex verticillatus,NA,NA,NA,1,2004,2004,0,NA,NA,1,2005,2005,1,2005,2005,1,2005,2005,4
4231219,Senecio integerrimus var. scribneri,Scribner's Ragwort,T2,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio integerrimus,NA,Senecio integerrimus scribneri,NA,3,2004,2005,0,NA,NA,11,1975,2005,1,1996,1996,3,1975,1995,18
3141090,Stephanomeria runcinata,Desert Skeletonplant,G5,S2,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Stephanomeria,Stephanomeria runcinata,NA,NA,NA,1,2003,2003,0,NA,NA,2,2003,2003,0,NA,NA,1,2003,2003,4
3083649,Suckleya suckleyana,Poison Suckleya,G5,S1,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Suckleya,Suckleya suckleyana,NA,NA,NA,1,1996,2004,0,NA,NA,3,1995,2004,1,1995,1995,2,1995,1995,7
3189588,Triadenum fraseri,Fraser's Marsh-St. John's-wort,G5,S2,NA,NA,NA,Tier 2,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Triadenum,Triadenum fraseri,NA,NA,NA,3,1893,1933,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3
