taxon_id,scientific_name,common_name,rounded_gRank,NE_sRank,SD_sRank,usfws_status,r2_ss_list,sd_te,nebraska_swap,NENHP_nObs,NENHP_minYear,NENHP_maxYear,SDNHP_nObs,SDNHP_minYear,SDNHP_maxYear,SEI_nObs,SEI_minYear,SEI_maxYear,GBIF_nObs,GBIF_minYear,GBIF_maxYear,iDB_nObs,iDB_minYear,iDB_maxYear,IMBCR_nObs,IMBCR_minYear,IMBCR_maxYear,sum_nObs,kingdom,phylum,class,order,family,genus,species,subspecies,variety,form,Most Recent Occurrence Record,Is the Species Native and Known to Occur,"What is the rationale and supporting BASI for recommending that an observation does not meet the requirements of native to, and known to occur in the plan area?"
2427062,Lithobates blairi,Plains Leopard Frog,G5,S5,S2,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,1,Inf,1994,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates blairi,NA,NA,NA,1994,"No, there is insufficient spatial certainty that the observation occurred within the plan area",Does the unit have more info on this species?  South Dakota statewide survey 2004 shows occurnace of this species only on Southeast part of the area.
2427185,Lithobates pipiens,Northern Leopard Frog,G5,S3,S5,NA,USFS R2 Sensitive Species,NA,Tier 2,1,1893,1893,0,NA,NA,0,NA,NA,24,2017,2021,10,2017,2021,0,NA,NA,35,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates pipiens,NA,NA,NA,NA,Yes,NA
2480589,Accipiter atricapillus,American Goshawk,G5,SNRN,"S2B,SNRN",NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2020,2020,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis,NA,NA,NA,2020,Yes,NA
2482032,Aechmophorus clarkii,Clark's Grebe,G5,S2,S2B,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,1,2015,2015,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Aechmophorus,Aechmophorus clarkii,NA,NA,NA,2021,"No, the species is accidental or transient to the plan area",Only one record during pre-breeding migration period
2491123,Ammodramus savannarum,Grasshopper Sparrow,G5,S4,S4B,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,413,1987,2022,1,2014,2014,6299,2009,2023,6713,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,Ammodramus savannarum,NA,NA,NA,NA,Yes,NA
2490268,Anthus spragueii,Sprague's Pipit,G3,SNRN,S2B,NA,NA,NA,Tier 1,0,NA,NA,2,1997,1997,0,NA,NA,38,2004,2022,0,NA,NA,0,NA,NA,40,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus spragueii,NA,NA,NA,NA,Yes,NA
2497295,Asio flammeus,Short-eared Owl,G5,S2,"S3B,S3N",NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,47,1983,2022,1,2008,2008,43,2009,2020,91,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio flammeus,NA,NA,NA,NA,Yes,NA
2497240,Athene cunicularia,Burrowing Owl,G4,S2,S3B,NA,USFS R2 Sensitive Species,NA,Tier 1,14,1992,2007,87,1991,2017,0,NA,NA,183,1990,2022,0,NA,NA,22,2012,2023,306,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia,NA,NA,NA,NA,Yes,NA
2480566,Buteo regalis,Ferruginous Hawk,G4,S2,S3B,NA,USFS R2 Sensitive Species,NA,Tier 1,5,1984,2007,23,1979,2011,0,NA,NA,123,1990,2022,0,NA,NA,4,2011,2012,155,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,NA,NA,NA,NA,Yes,NA
2491893,Calamospiza melanocorys,Lark Bunting,G5,S4,S5B,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,462,1901,2022,11,1901,2014,1388,2009,2023,1861,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Calamospiza,Calamospiza melanocorys,NA,NA,NA,NA,Yes,NA
2491677,Calcarius ornatus,Chestnut-collared Longspur,G5,S3,S4B,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,58,1882,2022,0,NA,NA,60,2009,2022,118,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Calcarius,Calcarius ornatus,NA,NA,NA,NA,Yes,NA
8292425,Calidris subruficollis,Buff-breasted Sandpiper,G4,S2N,SNA,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,1,2020,2020,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,NA,NA,NA,2020,"No, the species is accidental or transient to the plan area",Only one record during post-breeding migration period
5959240,Centrocercus urophasianus,Greater Sage-Grouse,G3,SX,S2,NA,USFS R2 Sensitive Species,NA,NA,1,1987,1987,0,NA,NA,0,NA,NA,1,2016,2016,0,NA,NA,0,NA,NA,2,Animalia,Chordata,Aves,Galliformes,Phasianidae,Centrocercus,Centrocercus urophasianus,NA,NA,NA,2016,Yes,NA
10783710,Centronyx bairdii,Baird's Sparrow,G4,SNRN,S2B,NA,NA,NA,Tier 1,0,NA,NA,5,1978,1997,0,NA,NA,13,2009,2019,0,NA,NA,17,2009,2019,35,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,Centronyx bairdii,NA,NA,NA,NA,Yes,NA
10850807,Centronyx henslowii,Henslow's Sparrow,G4,S1,S1B,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,5,2012,2020,0,NA,NA,7,2023,2023,12,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Centronyx,Centronyx henslowii,NA,NA,NA,NA,Yes,NA
9581157,Certhia americana,Brown Creeper,G5,S2,"S2B,SNRN",NA,NA,NA,Tier 2,1,1992,1992,0,NA,NA,0,NA,NA,14,1992,2022,0,NA,NA,3,2017,2023,18,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia americana,NA,NA,NA,NA,Yes,NA
2480283,Charadrius melodus,Piping Plover,G3,S2,S3B,Endangered; Threatened,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,1,2021,2021,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius melodus,NA,NA,NA,2021,Yes,ESA-listed as Threatened.  Will be addressed in TES.
2481119,Chlidonias niger,Black Tern,G4,S1,S3B,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,4,1993,1997,0,NA,NA,22,2009,2022,0,NA,NA,7,2011,2021,33,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,Chlidonias niger,NA,NA,NA,NA,Yes,NA
9606873,Cinclus mexicanus,American Dipper,G5,SNRN,S2,NA,NA,Threatened,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1982,1982,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus,Cinclus mexicanus,NA,NA,NA,1982,"No, the species is accidental or transient to the plan area",Species is a rare migrant
2480487,Circus hudsonius,Northern Harrier,G5,S4,S5B,NA,USFS R2 Sensitive Species,NA,NA,1,1966,1966,0,NA,NA,0,NA,NA,308,1976,2022,0,NA,NA,34,2009,2023,343,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus cyaneus,NA,NA,NA,NA,Yes,NA
2496286,Coccyzus erythropthalmus,Black-billed Cuckoo,G5,S3,S4B,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,6,1957,2022,1,1957,1957,1,2016,2016,8,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus erythropthalmus,NA,NA,NA,NA,Yes,NA
5229743,Contopus cooperi,Olive-sided Flycatcher,G4,SNRN,SUB,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,2020,2020,0,NA,NA,0,NA,NA,3,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus,Contopus cooperi,NA,NA,NA,2020,"No, the species is accidental or transient to the plan area",Three records during pre-breeding migration period
2482492,Corvus corax,Common Raven,G5,"SXB,S1N",SX,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax,NA,NA,NA,NA,Yes,NA
2498345,Cygnus buccinator,Trumpeter Swan,G4,S2,"S3B,S3N",NA,USFS R2 Sensitive Species,NA,Tier 2,6,2003,2023,0,NA,NA,0,NA,NA,32,1984,2022,0,NA,NA,1,2020,2020,39,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,Cygnus buccinator,NA,NA,NA,NA,Yes,NA
9813242,Falco columbarius,Merlin,G5,S1,"S2B,SNRN",NA,NA,NA,Tier 2,4,1980,1991,0,NA,NA,0,NA,NA,22,1983,2022,0,NA,NA,0,NA,NA,26,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco columbarius,NA,NA,NA,NA,Yes,NA
2481000,Falco mexicanus,Prairie Falcon,G5,S2,"S2B,SNRN",NA,NA,NA,Tier 2,9,1972,1986,4,1983,1988,0,NA,NA,91,1990,2022,0,NA,NA,2,2009,2021,106,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco mexicanus,NA,NA,NA,NA,Yes,NA
2481047,Falco peregrinus,Peregrine Falcon,G4,S1,S1B,NA,NA,Threatened,Tier 2,1,1996,1996,0,NA,NA,0,NA,NA,6,2009,2022,0,NA,NA,0,NA,NA,7,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus,NA,NA,NA,NA,Yes,NA
2474941,Grus americana,Whooping Crane,G1,S1,S1M,"Endangered; Experimental population, non-essential",NA,NA,Tier 1,1,1974,1974,5,1982,2015,0,NA,NA,1,2020,2020,0,NA,NA,0,NA,NA,7,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus americana,NA,NA,NA,NA,Yes,NA
5229498,Gymnorhinus cyanocephalus,Pinyon Jay,G3,S3,"S4B,S4N",Under Review,USFS R2 Sensitive Species,NA,Tier 1,1,2006,2006,0,NA,NA,0,NA,NA,2,2017,2021,0,NA,NA,1,2012,2012,4,Animalia,Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,Gymnorhinus cyanocephalus,NA,NA,NA,2021,Yes,NA
2490872,Hylocichla mustelina,Wood Thrush,G4,S3,S1B,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,1,2016,2016,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,Hylocichla mustelina,NA,NA,NA,2016,Yes,NA
2492870,Lanius ludovicianus,Loggerhead Shrike,G4,S3,S3B,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,1,1992,1992,0,NA,NA,181,1976,2022,1,1985,1985,16,2011,2023,199,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius ludovicianus,NA,NA,NA,NA,Yes,NA
2481672,Limnodromus griseus,Short-billed Dowitcher,G3,SNRN,SNA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2010,2010,0,NA,NA,0,NA,NA,1,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus,NA,NA,NA,2017,"No, the species is accidental or transient to the plan area",Rare migrant
2498155,Mareca americana,American Wigeon,G5,S2,S4B,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,119,1988,2022,0,NA,NA,30,2010,2023,149,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,Mareca americana,NA,NA,NA,NA,Yes,NA
2478142,Melanerpes lewis,Lewis's Woodpecker,G4,S1,S2,NA,USFS R2 Sensitive Species,NA,Tier 2,3,1985,2001,0,NA,NA,0,NA,NA,5,1999,2020,0,NA,NA,11,2017,2021,19,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes lewis,NA,NA,NA,NA,Yes,NA
2490849,Myadestes townsendi,Townsend's Solitaire,G5,S2,"S4B,S4N",NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,61,1982,2022,0,NA,NA,1,2013,2013,62,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,Myadestes townsendi,NA,NA,NA,NA,Yes,NA
2481794,Numenius americanus,Long-billed Curlew,G4,S3,S3B,NA,USFS R2 Sensitive Species,NA,Tier 1,11,1973,2009,20,1971,2012,0,NA,NA,109,1966,2022,0,NA,NA,147,2009,2023,287,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,Numenius americanus,NA,NA,NA,NA,Yes,NA
2494973,Oreoscoptes montanus,Sage Thrasher,G4,S1B,S1B,NA,NA,NA,NA,0,NA,NA,3,1970,2012,0,NA,NA,13,1901,2015,1,1901,1901,0,NA,NA,17,Animalia,Chordata,Aves,Passeriformes,Mimidae,Oreoscoptes,Oreoscoptes montanus,NA,NA,NA,NA,Yes,NA
2480726,Pandion haliaetus,Osprey,G5,SNRN,S3B,NA,NA,Threatened,NA,0,NA,NA,0,NA,NA,0,NA,NA,19,1986,2022,0,NA,NA,0,NA,NA,19,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,NA,NA,NA,NA,Yes,NA
5229487,Pica hudsonia,Black-billed Magpie,G5,S2,S4,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,79,1978,2022,0,NA,NA,27,2011,2023,106,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica hudsonia,NA,NA,NA,NA,Yes,NA
2489129,Progne subis,Purple Martin,G5,S4,S5B,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,1976,2022,0,NA,NA,0,NA,NA,3,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne subis,NA,NA,NA,2022,Yes,NA
6093927,Rhynchophanes mccownii,Thick-billed Longspur,G4,S3,SHB,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,4,1995,2014,0,NA,NA,0,NA,NA,4,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Rhynchophanes,Rhynchophanes mccownii,NA,NA,NA,2014,Yes,NA
9345027,Spatula cyanoptera,Cinnamon Teal,G5,S1,S4B,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,12,2005,2022,0,NA,NA,0,NA,NA,12,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula cyanoptera,NA,NA,NA,NA,Yes,NA
2492099,Spizella breweri,Brewer's Sparrow,G5,S1,S2B,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,4,1970,2010,0,NA,NA,58,1985,2022,2,1985,2014,4,2021,2021,68,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,Spizella breweri,NA,NA,NA,NA,Yes,NA
5229247,Sterna forsteri,Forster's Tern,G5,S2,S4B,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,10,2010,2021,0,NA,NA,0,NA,NA,10,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna forsteri,NA,NA,NA,NA,Yes,NA
2473510,Tympanuchus cupido,Greater Prairie-Chicken,G4,S3,S4,NA,USFS R2 Sensitive Species,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,212,1974,2022,7,1996,2012,308,2009,2023,527,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,Tympanuchus cupido,NA,NA,NA,NA,Yes,NA
9353154,Vireo plumbeus,Plumbeous Vireo,G5,S2,S4B,NA,NA,NA,Tier 2,1,2006,2006,0,NA,NA,0,NA,NA,15,2010,2021,0,NA,NA,16,2009,2021,32,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo plumbeus,NA,NA,NA,NA,Yes,NA
2432479,Corynorhinus townsendii,Townsend's Big-eared Bat,G4,S1,S2,NA,USFS R2 Sensitive Species,NA,Tier 2,0,NA,NA,4,2004,2004,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii,NA,NA,NA,2004,Yes,2 records in 2004 in Buffalo Gap NG. Captured a bat over a pond for one of the records.  Captures were made on 8/16 and 8/28.
2437232,Cynomys ludovicianus,Black-tailed Prairie Dog,G4,S3,S4,NA,USFS R2 Sensitive Species,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,33,1972,2023,9,Inf,-Inf,0,NA,NA,42,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus,NA,NA,NA,NA,Yes,NA
2432341,Lasionycteris noctivagans,Silver-haired Bat,G3,S3,S3,NA,NA,NA,Tier 1,7,1988,2015,18,2005,2016,0,NA,NA,2,2000,2013,2,2000,2013,0,NA,NA,29,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Lasionycteris noctivagans,NA,NA,NA,NA,Yes,NA
5218543,Lasiurus borealis,Eastern Red Bat,G3,S3,S5,NA,NA,NA,Tier 1,4,1994,2016,0,NA,NA,0,NA,NA,4,2000,2000,4,2000,2000,0,NA,NA,12,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus borealis,NA,NA,NA,NA,Yes,NA
11138256,Lasiurus cinereus,Northern Hoary Bat,G3,S3,S5,NA,USFS R2 Sensitive Species,NA,Tier 1,2,1999,2016,0,NA,NA,0,NA,NA,6,2000,2001,0,NA,NA,0,NA,NA,8,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Aeorestes,Aeorestes cinereus,NA,NA,NA,NA,Yes,NA
2433727,Lontra canadensis,North American River Otter,G5,S4,S3,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,2,2003,2003,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis,NA,NA,NA,2014,"No, there is insufficient spatial certainty that the observation occurred within the plan area","Will need to have discussions with RO and the States on ""Native to"".  Need some input from the unit on the South Dakota Record (Confirm data on the individuals from Minnesota) Nebraska records are outside of the plan area.  Otter ranges (along rivers) are right ourise of plan area."
5218985,Mustela nigripes,Black-footed Ferret,G1,SH,S1,"Endangered; Experimental population, non-essential",NA,NA,NA,0,NA,NA,8,1953,2019,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,8,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes,NA,NA,NA,NA,Yes,NA
2432406,Myotis lucifugus,Little Brown Myotis,G3,SNR,S5,Under Review,NA,NA,Tier 1,5,1957,2015,0,NA,NA,0,NA,NA,4,2012,2013,0,NA,NA,0,NA,NA,9,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus,NA,NA,NA,NA,Yes,NA
2432436,Myotis septentrionalis,Northern Myotis,G2,S1,S2,Endangered,NA,NA,Tier 1,0,NA,NA,15,1994,2016,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,15,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis septentrionalis,NA,NA,NA,NA,Yes,NA
2432399,Myotis thysanodes,Fringed Myotis,G4,SNR,S2,NA,USFS R2 Sensitive Species,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,2012,2012,1,2012,2012,0,NA,NA,2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis thysanodes,NA,NA,NA,2012,Yes,Museum specimen collected in 2012.  Collection data is 8/2 and not likely migrating.  It is at the very edge of the species range.
4266351,Myotis thysanodes pahasapensis,Fringe-tailed Myotis,T3,S1,S2,NA,NA,NA,Tier 1,5,2004,2016,10,2005,2016,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,15,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis thysanodes,Myotis thysanodes pahasapensis,NA,NA,NA,Yes,NA
2432411,Myotis volans,Long-legged Myotis,G4,S1,S5,NA,NA,NA,Tier 2,3,1995,2004,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,4,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis volans,NA,NA,NA,2012,Yes,"The last observation was 2012.  There is a record of lactating female in 2004.  At least 3 good records, one is little questionable."
2437432,Neotamias minimus,Least Chipmunk,G5,S1,S5,NA,NA,NA,Tier 2,9,1989,1994,0,NA,NA,0,NA,NA,13,1934,1984,1,1984,1984,0,NA,NA,23,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias minimus,NA,NA,NA,NA,Yes,NA
2441119,Ovis canadensis,Bighorn Sheep,G4,S2,S4,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,30,2006,2020,0,NA,NA,0,NA,NA,30,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,NA,NA,NA,NA,Yes,NA
2439561,Perognathus fasciatus,Olive-backed Pocket Mouse,G5,S1,S4,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,1,2002,2002,1,2002,2002,0,NA,NA,2,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus fasciatus,NA,NA,NA,2002,Yes,I could find only one record from iDigbio.  Museum specimen collected in 2002.  The record has lat/long.
2439566,Perognathus flavus,Silky Pocket Mouse,G5,S1,SU,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,1,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,NA,NA,NA,NA,Yes,NA
2435099,Puma concolor,Cougar,G5,S1,S2,NA,NA,NA,Tier 2,1,1991,1991,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,2,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,NA,NA,NA,1991,Yes,"Need unit input or provide more info.  Small portion of EO polygon overlaps with the plan area. Cougers are recolonizing the area, and Nebraska NF is part of the Pineridge area which has a level of abundance for a small harvest."
2436108,Sorex nanus,Dwarf Shrew,G4,S1,S1,NA,NA,NA,Tier 2,1,2004,2004,1,1970,1970,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Sorex,Sorex nanus,NA,NA,NA,2004,Yes,NA
