taxon_id,scientific_name,common_name,rounded_gRank,NE_sRank,SD_sRank,usfws_status,r2_ss_list,sd_te,nebraska_swap,NENHP_nObs,NENHP_minYear,NENHP_maxYear,SDNHP_nObs,SDNHP_minYear,SDNHP_maxYear,SEI_nObs,SEI_minYear,SEI_maxYear,GBIF_nObs,GBIF_minYear,GBIF_maxYear,iDB_nObs,iDB_minYear,iDB_maxYear,IMBCR_nObs,IMBCR_minYear,IMBCR_maxYear,sum_nObs,kingdom,phylum,class,order,family,genus,species,subspecies,variety,form,Most Recent Occurrence Record,Is the Species Native and Known to Occur,"What is the rationale and supporting BASI for recommending that an observation does not meet the requirements of native to, and known to occur in the plan area?"
5219290,Vulpes velox,Swift Fox,G3,S2,S3,NA,USFS R2 Sensitive Species,Threatened,Tier 1,32,1978,2016,18,1970,2016,0,NA,NA,2,2016,2016,0,NA,NA,0,NA,NA,52,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,NA,NA,NA,NA,Yes,NA
2457545,Thamnophis elegans,Terrestrial Gartersnake,G5,S1,S4,NA,NA,NA,Tier 2,1,1983,1983,0,NA,NA,0,NA,NA,1,1957,1957,0,NA,NA,0,NA,NA,2,Animalia,Chordata,Squamata,NA,Colubridae,Thamnophis,Thamnophis elegans,NA,NA,NA,1983,Yes,The last record is from 1983.  The first records is from 1957.  Two records are about 2 miles away.  The 1983 record has about 1 mile diameter which all in the plan area.  This species is critically imperiled in Nebraska and has very narrow range of distribution.  Only found around the Pine Ridge region of Sioux and Dawes counties.
5220530,Emydoidea blandingii,Blanding's Turtle,G4,S4,SH,Under Review,NA,NA,Tier 1,4,1957,2020,0,NA,NA,0,NA,NA,2,1957,1957,2,1957,1957,0,NA,NA,8,Animalia,Chordata,Testudines,NA,Emydidae,Emys,Emys blandingii,NA,NA,NA,NA,Yes,NA
2359047,Catostomus platyrhynchus,Mountain Sucker,G5,SX,S3,NA,USFS R2 Sensitive Species,NA,NA,1,1893,1893,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Chordata,NA,Cypriniformes,Catostomidae,Catostomus,Catostomus platyrhynchus,NA,NA,NA,1893,"No, there is insufficient temporal certainty that the species still occupies the plan area","Mountain sucker has not been collected in Nebraska since 1939 and is presumed extirpated from the state {Belica and Nibbelink 2006, NatureServe 2024}. Species is not listed as present in the plan area in the Forest Service Region 2 sensitive species list (as of February 2023)."
5203693,Fundulus sciadicus,Plains Topminnow,G4,S3,S4,NA,USFS R2 Sensitive Species,NA,Tier 1,5,1979,2014,4,1991,2004,0,NA,NA,1,2021,2021,0,NA,NA,0,NA,NA,10,Animalia,Chordata,NA,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus sciadicus,NA,NA,NA,NA,Yes,NA
2364397,Hybognathus argyritis,Western Silvery Minnow,G4,S2,S5,NA,NA,NA,Tier 1,1,1996,1996,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus argyritis,NA,NA,NA,1996,Yes,NA
2364391,Hybognathus placitus,Plains Minnow,G4,S2,S5,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,1,1994,1994,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,2,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus placitus,NA,NA,NA,2003,Yes,NA
2362060,Macrhybopsis gelida,Sturgeon Chub,G3,S1,S3,NA,USFS R2 Sensitive Species,Threatened,Tier 1,0,NA,NA,2,1994,1994,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Macrhybopsis,Macrhybopsis gelida,NA,NA,NA,1994,Yes,NA
2362460,Platygobio gracilis,Flathead Chub,G5,S2,S5,NA,USFS R2 Sensitive Species,NA,Tier 1,4,1994,2003,4,1994,1994,0,NA,NA,1,1950,1950,0,NA,NA,0,NA,NA,9,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Platygobio,Platygobio gracilis,NA,NA,NA,NA,Yes,NA
2294047,Pupoides inornatus,Rocky Mountain Dagger,G2,SH,SH,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1914,1914,0,NA,NA,0,NA,NA,1,Animalia,Mollusca,Gastropoda,Stylommatophora,Pupillidae,Pupoides,Pupoides inornatus,NA,NA,NA,1914,"No, there is insufficient temporal certainty that the species still occupies the plan area","The last known observation of a Rocky Mountain Dagger in the plan area was in 1914. This species has a Possibly Extirpated (SH) ranking in both South Dakota and Nebraska {NatureServe 2024}, so it not clear if this species still ocurrs in the plan area."
1340478,Bombus fervidus,Yellow Bumble Bee,G3,SNR,SNR,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,20,1999,2010,0,NA,NA,0,NA,NA,20,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus fervidus,NA,NA,NA,NA,Yes,NA
1340432,Bombus fraternus,Southern Plains Bumble Bee,G3,SNR,SNR,NA,NA,NA,Tier 1,0,NA,NA,0,NA,NA,0,NA,NA,4,2000,2011,0,NA,NA,0,NA,NA,4,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus fraternus,NA,NA,NA,2011,Yes,NA
1340475,Bombus morrisoni,Morrison's Bumble Bee,G3,SH,SNR,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus morrisoni,NA,NA,NA,1922,"No, there is insufficient temporal certainty that the species still occupies the plan area","The last known observation of a Morrison's Bumble Bee in the plan area was in 1922. This species has experienced considerable declines in recent years and has become increasingly rare across much of its range, despite significant efforts to find it {Xerces Society 2023}. In 2022, there were 920 bumble bee observations gathered from 106 surveys in South Dakota through the Great Plains Bumble Bee Atlas and Morrison's bumble bee was not detected  {Xerces Society 2023}. In Nebraska, the species has a Possibly Extirpated (SH) ranking, although two individuals were documented near Wildcat Hills State Recreation Area through the Nebraska Bumble Bee Atlas in 2023  {Bumble Bee Atlas 2024}. It is uncertain if this species still ocurrs in the plan area."
1340416,Bombus pensylvanicus,American Bumble Bee,G3,SNR,SNR,Under Review,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,9,1999,2022,0,NA,NA,0,NA,NA,9,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus,NA,NA,NA,NA,Yes,NA
5039069,Osmia cyaneonitens,Blue Shining Mason Bee,G3,SNR,SNR,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1983,1983,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia cyaneonitens,NA,NA,NA,1983,"No, there is insufficient temporal certainty that the species still occupies the plan area",The last known observation of this mason bee in the plan area was in 1983. This observation was from Toadstool Park on the Pine Ridge Ranger District in Nebraska. This species seems to have declined due unknown causes and has not been observed anywhere in Nebraska since the 1980s {NatureServe 2024}. It remains uncertain if this species still occurs in the plan area.
7570226,Parvindela terricola cinctipennis,Belted-winged Tiger Beetle,T5,S1,SNR,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,1,2022,2022,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cylindera,Cylindera terricola,NA,NA,NA,2022,"No, there is insufficient taxonomic certainty to identify the observation data to a species","The species (Parvindela terricola) is ranked as G5 with no state conservation ranks in either Nebraska or South Dakota. Only the subspecies (Parvindela terricola cinctipennis) has a conservation ranking of S1 in Nebraska to warrant consideration. The only record in the plan area is a research-grade Naturalist observation that is only identified to the species level (Parvindela terricola). One NENHP record of the subspecies from 1985 occurs on non-Forest Service lands within the administrative boundary, but not in FS-managed lands in the plan area. Therefore, it is uncertain if the subspecies occurs in the plan area, or just the species."
1034935,Cicindela nebraskana,Prairie Long-lipped Tiger Beetle,G5,S1,S4,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela nebraskana,NA,NA,NA,2016,Yes,NA
8177087,Ellipsoptera lepida,Ghost Tiger Beetle,G3,S2,S1,NA,NA,NA,Tier 1,1,2003,2003,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ellipsoptera,Ellipsoptera lepida,NA,NA,NA,2003,Yes,NA
9147984,Ellipsoptera nevadica makosika,Indian Creek Tiger Beetle,T1,NA,S1,NA,NA,NA,NA,0,NA,NA,2,Inf,2003,0,NA,NA,9,2002,2022,2,2002,2002,0,NA,NA,13,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ellipsoptera,Ellipsoptera nevadica,Ellipsoptera nevadica makosika,NA,NA,NA,Yes,NA
1038971,Nicrophorus americanus,American Burying Beetle,G3,S3,S2,"Threatened; Experimental population, non-essential",NA,NA,Tier 1,52,1969,2020,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,52,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Nicrophorus,Nicrophorus americanus,NA,NA,NA,NA,Yes,NA
1905162,Argynnis idalia,Regal Fritillary,G3,S3,S3,Under Review,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,3,1990,2021,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,4,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,Speyeria idalia,NA,NA,NA,2021,Yes,NA
1911246,Coenonympha california,Common Ringlet,G5,S2,SNR,NA,NA,NA,Tier 2,1,2000,2000,0,NA,NA,0,NA,NA,1,Inf,-Inf,0,NA,NA,0,NA,NA,2,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,Coenonympha california,NA,NA,NA,2000,Yes,NA
5977235,Erynnis afranius,Afranius Duskywing,G5,S2,SNR,NA,NA,NA,Tier 2,1,2011,2011,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis afranius,NA,NA,NA,2020,"No, there is insufficient spatial certainty that the observation occurred within the plan area","One EO polygon associated with one individual male butterfly in 2011 partially overlaps plan area, but  there is no locality description to demonstrate this species occurs in the plan area."
5142239,Hesperia ottoe,Ottoe Skipper,G3,S2,S2,NA,USFS R2 Sensitive Species,NA,Tier 1,0,NA,NA,1,1983,1983,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,Hesperia ottoe,NA,NA,NA,1983,"No, the species is not in the plan area but is in the admin unit therfore is not included in the species overview spatial layer",Occurance records overlap with administrative boundary but not Forest Service-managed lands in the plan area.
5142328,Hesperia pahaska,Pahaska Skipper,G5,S2,SNR,NA,NA,NA,Tier 2,2,1995,1995,0,NA,NA,0,NA,NA,1,1986,1986,1,1986,1986,0,NA,NA,4,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,Hesperia pahaska,NA,NA,NA,1995,Yes,NA
5142319,Hesperia uncas,Uncas Skipper,G4,S2,SNR,NA,NA,NA,Tier 2,1,2020,2020,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,Hesperia uncas,NA,NA,NA,2020,Yes,NA
11776315,Lon taxiles,Taxiles Skipper,G5,S2,SNR,NA,NA,NA,Tier 2,2,2020,2020,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,Lon taxiles,NA,NA,NA,2020,Yes,NA
1951340,Oarisma garita,Garita Skipperling,G4,S2,SNR,NA,NA,NA,Tier 2,1,1995,1995,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Oarisma,Oarisma garita,NA,NA,NA,1995,Yes,NA
1918986,Phyciodes batesii,Tawny Crescent,G3,S1,S1,NA,NA,NA,Tier 1,3,1995,1995,0,NA,NA,0,NA,NA,4,2023,2023,0,NA,NA,0,NA,NA,7,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Phyciodes,Phyciodes batesii,NA,NA,NA,NA,Yes,NA
5137791,Pontia occidentalis,Western White,G5,S2,SNR,NA,NA,NA,Tier 2,0,NA,NA,0,NA,NA,0,NA,NA,2,2023,2023,0,NA,NA,0,NA,NA,2,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pontia,Pontia occidentalis,NA,NA,NA,2023,Yes,NA
5714788,Satyrium liparops,Striped Hairstreak,G5,S2,SNR,NA,NA,NA,Tier 2,1,2001,2001,0,NA,NA,0,NA,NA,3,Inf,-Inf,0,NA,NA,0,NA,NA,4,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Satyrium,Satyrium liparops,NA,NA,NA,2001,"No, there is insufficient spatial certainty that the observation occurred within the plan area","The occurance record for one striped hairstreak is associated with a several mile reach of East Ash Creek that only partially overlaps the plan area. Thus, it cannot be determined whether the observation was inside the plan area."
1865345,Hemileuca hera,Hera Sheepmoth,G5,S1,SNR,NA,NA,NA,Tier 2,2,2014,2019,0,NA,NA,0,NA,NA,3,Inf,-Inf,0,NA,NA,0,NA,NA,5,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hemileuca,Hemileuca hera,NA,NA,NA,2019,Yes,NA
1797114,Catocala abbreviatella,Abbreviated Underwing,G3,SNR,SNR,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,1964,1964,4,1964,1964,0,NA,NA,8,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala abbreviatella,NA,NA,NA,1964,"No, there is insufficient spatial certainty that the observation occurred within the plan area","There are four occurance records of this species, all from 1964. The occurance record is at the edge of the plan area and has a spatial uncertainty of 2.2 miles. The locality description is ""Big Buffalo Creek, N. of Cedar Pass."" Most of Big Buffalo Creek is outside of the plan area. Therefore, it is uncertain if this species occurs in the plan area."
1797397,Catocala nuptialis,Married Underwing,G3,SNR,SNR,NA,NA,NA,Tier 1,1,2012,2012,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala nuptialis,NA,NA,NA,2014,Yes,NA
1797227,Catocala whitneyi,Whitney's Underwing,G2,S1,SNR,NA,NA,NA,Tier 1,1,1983,1983,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala whitneyi,NA,NA,NA,2014,"No, there is insufficient spatial certainty that the observation occurred within the plan area","NENHP has one element occurance polygon from 1983 that only partially overlaps the plan area. GBIF has an occurance record from 2014, but the spatial uncertainty is over 10 miles and the locality description states ""merrit dam rec area,"" which is not in the plan area. Thus, it cannot be determined whether either these observations were inside the plan area."
5051883,Stylurus notatus,Elusive Clubtail,G3,SNR,SNR,NA,NA,NA,Tier 2,1,2002,2002,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,Stylurus notatus,NA,NA,NA,2002,Yes,NA
1541347,Eristalis brousii,Hourglass Drone Fly,G4,S1,SNR,NA,NA,NA,Tier 1,1,2003,2003,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis,Eristalis brousii,NA,NA,NA,2003,"No, there is insufficient spatial certainty that the observation occurred within the plan area","The single observation of one adult fly is associated with a 156-acre polygon that partially overlaps the plan area. Thus, it cannot be determined whether the observation was inside the plan area."
2687937,Equisetum fluviatile,Water Horsetail,G5,S1,SNR,NA,NA,NA,Tier 2,1,2017,2017,0,NA,NA,2,2017,2017,0,NA,NA,1,2017,2017,0,NA,NA,4,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum fluviatile,NA,NA,NA,2017,Yes,NA
5275149,Dryopteris carthusiana,Spinulose Shieldfern,G5,S2,S1,NA,NA,NA,Tier 2,1,1995,1995,0,NA,NA,1,1995,1995,0,NA,NA,0,NA,NA,0,NA,NA,2,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris carthusiana,NA,NA,NA,1995,Yes,NA
2650190,Botrychium campestre,Prairie Dunewort,G3,S1,S2,NA,USFS R2 Sensitive Species,NA,Tier 1,1,2017,2017,0,NA,NA,1,2017,2017,0,NA,NA,0,NA,NA,0,NA,NA,2,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Botrychium,Botrychium campestre,NA,NA,NA,2017,Yes,NA
2650138,Ophioglossum pusillum,Northern Adder's-tongue,G4,S2,SNR,NA,NA,NA,Tier 2,2,1992,1995,0,NA,NA,11,1995,1995,3,1995,1995,6,1995,1995,0,NA,NA,22,Plantae,Tracheophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,Ophioglossum,Ophioglossum pusillum,NA,NA,NA,NA,Yes,NA
2684709,Juniperus communis,Ground Juniper,G5,S1,SNR,NA,NA,NA,Tier 2,16,1972,2016,0,NA,NA,11,1972,2005,2,Inf,-Inf,0,NA,NA,0,NA,NA,29,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,NA,NA,NA,NA,Yes,NA
2684410,Juniperus horizontalis,Creeping Juniper,G5,S1,SNR,NA,NA,NA,Tier 2,3,1936,2004,0,NA,NA,7,2004,2005,0,NA,NA,0,NA,NA,0,NA,NA,10,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus horizontalis,NA,NA,NA,NA,Yes,NA
2856745,Allium cernuum,Nodding Onion,G5,S2,SNR,NA,NA,NA,Tier 2,3,1889,1991,0,NA,NA,1,1991,1991,0,NA,NA,1,1991,1991,0,NA,NA,5,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium cernuum,NA,NA,NA,1991,Yes,NA
2703671,Bromus inermis ssp. pumpellianus,Awnless Brome,T5,S1,SNR,NA,NA,NA,NA,1,2015,2015,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus pumpellianus,Bromus inermis pumpellianus,NA,NA,2016,Yes,NA
2703686,Bromus marginatus,Large Mountain Brome,G5,S2,SNR,NA,NA,NA,Tier 2,6,1889,2016,0,NA,NA,6,1991,2016,0,NA,NA,5,1991,2016,0,NA,NA,17,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus marginatus,NA,NA,NA,NA,Yes,NA
7676640,Carex aquatilis var. substricta,Calcareous Water Sedge,T5,S2,SNR,NA,NA,NA,Tier 2,1,2004,2004,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,NA,Carex aquatilis substricta,NA,2004,Yes,NA
2725002,Carex bebbii,Bebb's Sedge,G5,S2,SNR,NA,NA,NA,Tier 2,3,1995,2017,0,NA,NA,4,1995,2017,0,NA,NA,1,1995,1995,0,NA,NA,8,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex bebbii,NA,NA,NA,NA,Yes,NA
2723338,Carex xerantica,White-scaled Sedge,G5,S2,SNR,NA,NA,NA,Tier 2,9,1991,2015,0,NA,NA,2,1991,1991,0,NA,NA,2,1991,1991,0,NA,NA,13,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex xerantica,NA,NA,NA,NA,Yes,NA
2810284,Coeloglossum viride,Long-Bract Frog Orchid,G5,S1,SNR,NA,NA,NA,Tier 2,8,1911,2016,0,NA,NA,5,1991,2006,0,NA,NA,3,1991,2006,0,NA,NA,16,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,Dactylorhiza viridis,NA,NA,NA,NA,Yes,NA
2797273,Corallorhiza maculata,Spotted Coralroot,G5,S1,SNR,NA,NA,NA,Tier 2,4,1974,2015,0,NA,NA,3,1974,1993,0,NA,NA,3,1974,1993,0,NA,NA,10,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Corallorhiza,Corallorhiza maculata,NA,NA,NA,NA,Yes,NA
2703267,Danthonia spicata,Poverty Oatgrass,G5,S1,SNR,NA,NA,NA,Tier 2,1,2015,2015,0,NA,NA,2,2004,2015,0,NA,NA,2,2004,2015,0,NA,NA,5,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Danthonia,Danthonia spicata,NA,NA,NA,2015,Yes,NA
2702666,Dichanthelium linearifolium,Slim-leaf Witchgrass,G5,S1,SNR,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1973,1973,0,NA,NA,0,NA,NA,0,NA,NA,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dichanthelium,Dichanthelium linearifolium,NA,NA,NA,1973,"No, the species is not in the plan area but is in the admin unit therfore is not included in the species overview spatial layer",NA
